sample_id,n_Na,q_Na,r_Na,I_Na,phi_Na,n_TM,q_TM,r_TM,I_TM,phi_TM,S_TM,n_O,q_O,r_O,I_O,phi_O,phi_cation,Phase_EXP
426658,0.9,0.9,102,42.557724,8.823529,1,3.1,63.395,46.5421,49.766544,0.634178636,2,-4,140,280,28.571429,15.36907882,1
426659,0.8,0.8,102,37.829088,7.843137,1,3.2,59.99,54.0077,53.870401,0.634178636,2,-4,140,280,28.571429,14.78795251,1
22216,1,1,102,47.28636,9.803922,1,3,53.5,119.9924,56.074766,0,2,-4,140,280,28.571429,19.24134183,1
25510,1,1,102,47.28636,9.803922,1,3,102.5,51.14,29.268293,0,2,-4,140,280,28.571429,10.04304201,1
25729,1,1,102,47.28636,9.803922,1,3,88.5,73.4894,33.898305,0,2,-4,140,280,28.571429,11.63177166,1
27358,0.75,0.75,102,35.46477,7.352941,1,3.25,56.375,66.00725,57.438017,0.562335145,2,-4,140,280,28.571429,14.78184203,1
31932,1,1,102,47.28636,9.803922,1,3,94,55.45,31.914894,0,2,-4,140,280,28.571429,10.95118944,1
31933,1,1,102,47.28636,9.803922,1,3,80,67.11545333,41.915317,0.636514168,2,-4,140,280,28.571429,14.38270723,1
33192,1,1,102,47.28636,9.803922,1,3,59.38,51.590334,50.806144,1.113625088,2,-4,140,280,28.571429,17.43348129,1
33195,1,1,102,47.28636,9.803922,1,3,60.25,51.761184,50.12809,1.192194501,2,-4,140,280,28.571429,17.20081569,1
37649,1,1,102,47.28636,9.803922,1,3,57.7,52.516717,52.151394,1.193549604,2,-4,140,280,28.571429,17.8950867,1
37671,1,1,102,47.28636,9.803922,1,3,56.55,53.247,53.081057,1.048653789,2,-4,140,280,28.571429,18.21408871,1
37672,1,1,102,47.28636,9.803922,1,3,57.1,53.732665,53.033579,1.205628232,2,-4,140,280,28.571429,18.19779724,1
142010,1,1,102,47.28636,9.803922,1,3,58.475,54.3124735,51.69274,1.105889879,2,-4,140,280,28.571429,17.73770542,1
147473,1,1,102,47.28636,9.803922,1,3,56.8,53.063,52.842588,1.029653014,2,-4,140,280,28.571429,18.13226111,1
147474,1,1,102,47.28636,9.803922,1,3,57.31,52.5732085,52.439265,1.176685607,2,-4,140,280,28.571429,17.99386596,1
147475,1,1,102,47.28636,9.803922,1,3,57.82,52.083417,52.035942,1.251770686,2,-4,140,280,28.571429,17.85547081,1
147476,1,1,102,47.28636,9.803922,1,3,58.33,51.5936255,51.632618,1.29791415,2,-4,140,280,28.571429,17.71707532,1
147524,0.6,0.6,102,28.371816,5.882353,1,3.4,55.23,60.9132,61.939911,0.844228311,2,-4,140,280,28.571429,12.75233455,1
147528,0.6,0.6,102,28.371816,5.882353,1,3.4,55.08,61.0982,62.080977,0.922703332,2,-4,140,280,28.571429,12.78137755,1
257298,1,1,102,47.28636,9.803922,1,3,56.5,52.706,53.127401,1.054920168,2,-4,140,280,28.571429,18.22999107,1
257299,0.912,0.912,102,43.12516032,8.941176,1,3.088,56.06,54.5716,55.217186,1.054920168,2,-4,140,280,28.571429,17.27972998,1
264775,0.8,0.8,102,37.829088,7.843137,1,3.2,71.8,58.8812,48.286702,0.673011667,2,-4,140,280,28.571429,13.25517247,1
264776,0.9,0.9,102,42.557724,8.823529,1,3.1,72.15,56.6126,47.076163,0.688138814,2,-4,140,280,28.571429,14.53822591,1
264777,1,1,102,47.28636,9.803922,1,3,72.5,54.344,45.865624,0.693147181,2,-4,140,280,28.571429,15.73820477,1
291907,1,1,102,47.28636,9.803922,1,3,104,60.6072,28.846154,0,2,-4,140,280,28.571429,9.898190385,1
291908,1,1,102,47.28636,9.803922,1,3,104.1,42.52,28.818444,0,2,-4,140,280,28.571429,9.888682051,1
291910,1,1,102,47.28636,9.803922,1,3,100.8,43.61,29.761905,0,2,-4,140,280,28.571429,10.21241868,1
13772,0.628,0.628,102,29.69583408,6.156863,1,3.372,56.14,65.59276,61.374669,1.16828245,2,-4,140,280,28.571429,13.22563981,0
19654,0.478,0.478,102,22.60288008,4.686275,1,3.522,55.39,62.2764,64.120364,0,2,-4,140,280,28.571429,10.5169979,0
19656,0.437,0.437,102,20.66413932,4.284314,1,3.563,55.185,63.1456,65.094014,0,2,-4,140,280,28.571429,9.760911696,0
19657,0.272,0.272,102,12.86188992,2.666667,1,3.728,54.36,66.6436,69.012362,0,2,-4,140,280,28.571429,6.441154495,0
19772,0.7,0.7,102,33.100452,6.862745,1,3.3,58.3,67.59672,58.808646,0.500402424,2,-4,140,280,28.571429,14.12560573,0
32224,0.7,0.7,102,33.100452,6.862745,1,3.3,55.565,58.2109,59.72714,0.876705519,2,-4,140,280,28.571429,14.34622438,0
32225,0.62,0.62,102,29.3175432,6.078431,1,3.38,56.36,63.25167,60.203905,1.097206879,2,-4,140,280,28.571429,12.80808469,0
33349,0.767,0.767,102,36.26863812,7.519608,1,3.233,56.175,57.3739,57.866925,0.634178636,2,-4,140,280,28.571429,15.2297805,0
33350,0.798,0.798,102,37.73451528,7.823529,1,3.202,56.33,56.7167,57.130751,0.634178636,2,-4,140,280,28.571429,15.64374282,0
33352,0.954,0.954,102,45.11118744,9.352941,1,3.046,57.11,53.4095,53.426132,0.634178636,2,-4,140,280,28.571429,17.48920085,0
35810,0.67,0.67,102,31.6818612,6.568627,1,3.33,54.65,58.6,61.171658,0.943348392,2,-4,140,280,28.571429,14.06348294,0
35811,0.67,0.67,102,31.6818612,6.568627,1,3.33,54.7,58.964,61.121616,1.029653014,2,-4,140,280,28.571429,14.05197819,0
50301,0.74,0.74,102,34.9919064,7.254902,1,3.26,54.11,58.6098,60.356586,0,2,-4,140,280,28.571429,15.32583885,0
55722,0.406,0.406,102,19.19826216,3.980392,1,3.594,53.609,68.03862,67.178813,0,2,-4,140,280,28.571429,9.358930204,0
70640,0.67,0.67,102,31.6818612,6.568627,1,3.33,54.85,60.056,60.971491,0.693147181,2,-4,140,280,28.571429,14.01746416,0
95617,0.667,0.667,102,31.54000212,6.539216,1,3.333,60.673,64.59071178,55.302028,0.636282869,2,-4,140,280,28.571429,12.65711653,0
98211,0.71,0.71,102,33.5733156,6.960784,1,3.29,54.065,59.4567,60.969361,0,2,-4,140,280,28.571429,14.85380912,0
98212,0.73,0.73,102,34.5190428,7.156863,1,3.27,54.095,58.8921,60.560845,0,2,-4,140,280,28.571429,15.16989825,0
99393,0.78,0.78,102,36.8833608,7.647059,1,3.22,54.17,57.4806,59.539553,0,2,-4,140,280,28.571429,15.93558637,0
99394,0.84,0.84,102,39.7205424,8.235294,1,3.16,54.26,55.7868,58.314004,0,2,-4,140,280,28.571429,16.8081536,0
99830,0.61,0.61,102,28.8446796,5.980392,1,3.39,53.915,62.2797,63.011944,0,2,-4,140,280,28.571429,13.18926421,0
99831,0.57,0.57,102,26.9532252,5.588235,1,3.43,53.855,63.4089,63.828977,0,2,-4,140,280,28.571429,12.48419613,0
112715,0.667,0.667,102,31.54000212,6.539216,1,3.333,57.035,59.85793,59.920262,0.63903186,2,-4,140,280,28.571429,13.71410355,0
112716,0.667,0.667,102,31.54000212,6.539216,1,3.333,56.985,66.11917,59.972183,0.63903186,2,-4,140,280,28.571429,13.72598685,0
112717,0.667,0.667,102,31.54000212,6.539216,1,3.333,58.185,61.92983,58.601521,0.63903186,2,-4,140,280,28.571429,13.41227993,0
112718,0.667,0.667,102,31.54000212,6.539216,1,3.333,55.635,59.2566,60.297349,0.63903186,2,-4,140,280,28.571429,13.80040842,0
112719,0.667,0.667,102,31.54000212,6.539216,1,3.333,55.585,65.51784,60.34927,0.63903186,2,-4,140,280,28.571429,13.81229171,0
116426,0.75,0.75,102,35.46477,7.352941,1,3.25,58.75,73.21752425,59.893247,0.562335145,2,-4,140,280,28.571429,15.41370267,0
117923,0.56,0.56,102,26.4803616,5.490196,0.9,3.44,53.88888889,61.777,64.124919,0.094824464,2,-4,140,280,28.571429,12.3220429,0
124528,0.65,0.65,102,30.736134,6.372549,0.99,3.34,58.28282828,73.07887964,61.039115,0.742478101,2,-4,140,280,28.571429,13.61411609,0
125982,0.667,0.667,102,31.54000212,6.539216,1,3.333,55.333,59.91956,60.58042,0.868486425,2,-4,140,280,28.571429,13.8651956,0
127638,0.7,0.7,102,33.100452,6.862745,1,3.3,55.4,59.174,59.896821,0.801818553,2,-4,140,280,28.571429,14.38698109,0
138399,0.7,0.7,102,33.100452,6.862745,1,3.3,54.05,59.739,61.17362,0,2,-4,140,280,28.571429,14.6936632,0
145390,0.52,0.52,102,24.5889072,5.098039,1,3.48,54.61,62.607,64.054001,0.634178636,2,-4,140,280,28.571429,11.42924266,0
145391,0.51,0.51,102,24.1160436,5,1,3.49,54.05,63.448,64.771101,0.693147181,2,-4,140,280,28.571429,11.3349425,0
148780,0.67,0.67,102,31.6818612,6.568627,1,3.33,57.16,72.3062194,62.497931,0.950270539,2,-4,140,280,28.571429,14.36839568,0
149048,0.56,0.56,102,26.4803616,5.490196,1,3.44,55.3,61.4655,62.634887,0.562335145,2,-4,140,280,28.571429,12.03572303,0
150910,0.3,0.3,102,14.185908,2.941176,1,3.7,53.45,71.031,69.34395,0,2,-4,140,280,28.571429,7.138346545,0
151793,0.711,0.711,102,33.62060196,6.970588,1,3.289,54.0665,59.42847,60.948935,0,2,-4,140,280,28.571429,14.8697468,0
151795,0.762,0.762,102,36.03220632,7.470588,1,3.238,54.143,57.98874,59.907218,0,2,-4,140,280,28.571429,15.6639748,0
155267,0.673,0.673,102,31.82372028,6.598039,1,3.327,61.784,57.16406,57.382519,0.680292,2,-4,140,280,28.571429,13.25142324,0
155510,0.384,0.384,102,18.15796224,3.764706,1,3.616,53.576,68.65968,67.628181,0,2,-4,140,280,28.571429,8.911007524,0
159810,0.63,0.63,102,29.7904068,6.176471,1,3.37,53.945,61.7151,62.603427,0,2,-4,140,280,28.571429,13.53338859,0
159818,0.642,0.642,102,30.35784312,6.294118,1,3.358,53.963,61.37634,62.358317,0,2,-4,140,280,28.571429,13.73717099,0
162600,0.69,0.69,102,32.6275884,6.764706,1,3.31,54.035,60.0213,61.377878,0,2,-4,140,280,28.571429,14.53211527,0
162845,0.554,0.554,102,26.19664344,5.431373,1,3.446,53.831,63.86058,64.15579,0,2,-4,140,280,28.571429,12.19589071,0
162847,0.543,0.543,102,25.67649348,5.323529,1,3.457,53.8145,64.17111,64.380474,0,2,-4,140,280,28.571429,11.99559603,0
162849,0.53,0.53,102,25.0617708,5.196078,1,3.47,53.795,64.5381,64.64601,0,2,-4,140,280,28.571429,11.75669969,0
166645,0.628,0.628,102,29.69583408,6.156863,1,3.372,54.107,61.63656,62.43141,0.134742168,2,-4,140,280,28.571429,13.45335714,0
192730,0.58,0.58,102,27.4260888,5.686275,1,3.42,54.15,60.144,63.35898,0.693147181,2,-4,140,280,28.571429,12.60968025,0
196275,0.64,0.64,102,30.2632704,6.27451,1,3.36,58,68.86872,60.2335,0.500402424,2,-4,140,280,28.571429,13.22774923,0
196276,0.582,0.582,102,27.52066152,5.705882,1,3.418,57.71,70.09832,61.610858,0.500402424,2,-4,140,280,28.571429,12.30404981,0
231006,0.66,0.66,102,31.2089976,6.470588,1,3.34,55.301,59.6501,60.737807,0.636282869,2,-4,140,280,28.571429,13.75532617,0
231007,0.62,0.62,102,29.3175432,6.078431,1,3.38,54.6,61.116,62.158869,0.693147181,2,-4,140,280,28.571429,13.22399367,0
235991,0.467,0.467,102,22.08273012,4.578431,1,3.533,57.135,72.53632,64.341828,0.500402424,2,-4,140,280,28.571429,10.31046154,0
235992,0.62,0.62,102,29.3175432,6.078431,1,3.38,57.9,69.29272,60.708451,0.500402424,2,-4,140,280,28.571429,12.91542437,0
235993,0.42,0.42,102,19.8602712,4.117647,1,3.58,56.9,73.53272,65.457963,0.500402424,2,-4,140,280,28.571429,9.433647333,0
237123,0.79,0.79,102,37.3562244,7.745098,1,3.21,54.185,57.1983,59.335295,0,2,-4,140,280,28.571429,16.08451837,0
237125,0.79,0.79,102,37.3562244,7.745098,1,3.21,54.5,55.704,59.036339,0.610864302,2,-4,140,280,28.571429,16.00347785,0
246579,0.34,0.34,102,16.0773624,3.333333,1,3.66,53.51,69.9018,68.526917,0,2,-4,140,280,28.571429,7.994806064,0
246584,0.8,0.8,102,37.829088,7.843137,1,3.2,54.2,56.916,59.131037,0,2,-4,140,280,28.571429,16.2320486,0
246585,1,1,102,47.28636,9.803922,1,3,54.5,51.27,55.045872,0,2,-4,140,280,28.571429,18.88828996,0
246744,0.64,0.64,102,30.2632704,6.27451,1,3.36,55.31,60.8058,61.306347,0.325082973,2,-4,140,280,28.571429,13.46335485,0
246745,0.66,0.66,102,31.2089976,6.470588,1,3.34,56.69,59.6142,59.805008,0.500402424,2,-4,140,280,28.571429,13.54407465,0
246746,0.77,0.77,102,36.4104972,7.54902,1,3.23,58.205,55.8819,56.465344,0.610864302,2,-4,140,280,28.571429,14.91903017,0
246747,0.69,0.69,102,32.6275884,6.764706,1,3.31,59.435,57.5133,57.006588,0.673011667,2,-4,140,280,28.571429,13.49714807,0
246748,0.72,0.72,102,34.0461792,7.058824,1,3.28,60.83,56.0394,55.300991,0.693147181,2,-4,140,280,28.571429,13.66259848,0
253190,0.67,0.67,102,31.6818612,6.568627,1,3.33,61.17,65.70587,54.501109,0.634178636,2,-4,140,280,28.571429,12.52991078,0
259163,0.67,0.67,102,31.6818612,6.568627,1,3.33,55.19,59.8098,60.661495,0.871383575,2,-4,140,280,28.571429,13.94619548,0
261554,0.7,0.7,102,33.100452,6.862745,1,3.3,61.725,54.4466,54.568503,0.422709088,2,-4,140,280,28.571429,13.10714004,0
291156,0.706,0.706,102,33.38417016,6.921569,1,3.294,55.56,58.0843,59.617872,0.889905276,2,-4,140,280,28.571429,14.4427223,0
19135,0.85,0.85,102,40.193406,8.333333,1,3.15,56.57,55.6514,55.914351,0.641035478,2,-4,140,280,28.571429,16.30835148,0
19136,0.85,0.85,102,40.193406,8.333333,1,3.15,57.77,63.22581164,56.764141,0.861779919,2,-4,140,280,28.571429,16.55620688,0
21001,0.5,0.5,102,23.64318,4.901961,1,3.5,53.75,65.385,65.258785,0,2,-4,140,280,28.571429,11.1963605,0
36989,0.69,0.69,102,32.6275884,6.764706,1,3.31,56.21,58.078,59.311587,0.278769372,2,-4,140,280,28.571429,14.04289049,0
36990,0.69,0.69,102,32.6275884,6.764706,1,3.31,56.66,60.58468,59.301647,0.473002904,2,-4,140,280,28.571429,14.04053704,0
36991,0.69,0.69,102,32.6275884,6.764706,1,3.31,57.11,63.09136,59.291707,0.595046571,2,-4,140,280,28.571429,14.0381836,0
36992,0.69,0.69,102,32.6275884,6.764706,1,3.31,57.56,65.59804,59.281767,0.687877158,2,-4,140,280,28.571429,14.03583016,0
41644,0.44,0.44,102,20.8059984,4.313725,1,3.56,54.85,63.088,65.354945,0.325082973,2,-4,140,280,28.571429,9.867313956,0
43092,0.667,0.667,102,31.54000212,6.539216,0.965,3.333,54.84455959,60.58267,61.07901,1.089894569,2,-4,140,280,28.571429,13.97930917,0
45924,0.67,0.67,102,31.6818612,6.568627,1,3.33,56.85,63.96136,59.910411,0.801818553,2,-4,140,280,28.571429,13.77351981,0
92079,0.7,0.7,102,33.100452,6.862745,1,3.3,57.85,65.09004,58.818586,0.422709088,2,-4,140,280,28.571429,14.12799328,0
92097,0.7,0.7,102,33.100452,6.862745,1,3.3,58.65,71.7730497,59.711474,0.730588061,2,-4,140,280,28.571429,14.34246147,0
93469,0.6667,0.6667,102,31.52581621,6.536275,1,3.3333,55.60435,59.360298,60.316386,0.762141508,2,-4,140,280,28.571429,13.7985568,0
111262,0.5,0.5,102,23.64318,4.901961,1,3.5,59.25,75.943217,59.061437,0.897945725,2,-4,140,280,28.571429,10.13308998,0
113162,0.67,0.67,102,31.6818612,6.568627,1,3.33,55.85,59.1335,60.022655,0.562335145,2,-4,140,280,28.571429,13.79932492,0
113711,0.8,0.8,102,37.829088,7.843137,1,3.2,55.6,55.474,57.802343,0.673011667,2,-4,140,280,28.571429,15.86730909,0
116196,0.66,0.66,102,31.2089976,6.470588,1,3.34,54.955,61.20519097,61.204696,0.790982198,2,-4,140,280,28.571429,13.86106279,0
130561,0.66,0.66,102,31.2089976,6.470588,1,3.34,56.075,61.85712,60.01584,0.198515243,2,-4,140,280,28.571429,13.59182189,0
130562,0.64,0.64,102,30.2632704,6.27451,1,3.36,55.75,65.72024,60.708322,0.325082973,2,-4,140,280,28.571429,13.33202387,0
130563,0.67,0.67,102,31.6818612,6.568627,1,3.33,55.45,71.96248,60.430958,0.500402424,2,-4,140,280,28.571429,13.89319457,0
138209,0.67,0.67,102,31.6818612,6.568627,1,3.33,56,58.212,59.893006,0.325082973,2,-4,140,280,28.571429,13.76951836,0
138210,0.67,0.67,102,31.6818612,6.568627,1,3.33,55.65,58.218,60.22518,0.500402424,2,-4,140,280,28.571429,13.84588581,0
145392,0.54,0.54,102,25.5346344,5.294118,1,3.46,54.71,62.183,63.57905,0.634178636,2,-4,140,280,28.571429,11.78082458,0
145393,0.6,0.6,102,28.371816,5.882353,1,3.4,54.5,61.54,62.63382,0.693147181,2,-4,140,280,28.571429,12.89519817,0
146381,0.67,0.67,102,31.6818612,6.568627,1,3.33,55.116,60.167132,60.692665,0.757007036,2,-4,140,280,28.571429,13.95336152,0
147522,0.6,0.6,102,28.371816,5.882353,1,3.4,55.23,60.9132,61.939911,0.844228311,2,-4,140,280,28.571429,12.75233455,0
147526,0.6,0.6,102,28.371816,5.882353,1,3.4,55.08,61.0982,62.080977,0.922703332,2,-4,140,280,28.571429,12.78137755,0
147596,0.6,0.6,102,28.371816,5.882353,1,3.4,54.61,61.637133,62.624325,0.742166737,2,-4,140,280,28.571429,12.89324332,0
147597,0.6,0.6,102,28.371816,5.882353,1,3.4,54.72,61.734266,62.614829,0.777119254,2,-4,140,280,28.571429,12.89128826,0
147641,0.667,0.667,102,31.54000212,6.539216,1,3.333,57.09,69.4472762,61.674606,0.868486425,2,-4,140,280,28.571429,14.11562475,0
148427,0.66,0.66,102,31.2089976,6.470588,1,3.34,56.29,59.942465,60.268072,0.774536973,2,-4,140,280,28.571429,13.64894502,0
148428,0.66,0.66,102,31.2089976,6.470588,1,3.34,56.94,60.24263,60.12823,0.836603952,2,-4,140,280,28.571429,13.61727492,0
148429,0.66,0.66,102,31.2089976,6.470588,1,3.34,57.59,60.542795,59.988388,0.861551684,2,-4,140,280,28.571429,13.58560482,0
149008,0.4,0.4,102,18.914544,3.921569,1,3.6,54.74,64.4123,66.212822,0.386386706,2,-4,140,280,28.571429,9.088035119,0
194426,0.72,0.72,102,34.0461792,7.058824,1,3.28,57.12,65.98181164,59.851324,0.861779919,2,-4,140,280,28.571429,14.78679846,0
235714,0.44,0.44,102,20.8059984,4.313725,1,3.56,54.4,64.566,65.761688,0.673011667,2,-4,140,280,28.571429,9.928724166,0
235715,0.44,0.44,102,20.8059984,4.313725,1,3.56,54.2,64.812,65.960101,0.897945725,2,-4,140,280,28.571429,9.958680635,0
237126,0.57,0.57,102,26.9532252,5.588235,1,3.43,53.855,60.9274,63.828977,0.647446639,2,-4,140,280,28.571429,12.48419613,0
